_id,Collection_date,forcens_lat,forcens_long,ind_area,ind_area_log,ind_diam,IRN,Lat_decimal,Long_decimal,num_neighb_300km,ocean,pp_value,rel_abund_median_300km,rel_abund_nearest,Sea_Depth_meters,species,title_abbrev,tmn_0m,total_ind,Vessel,ZF_PF_no_
9,21/03/1876,-24.06666667,-15.11666667,83830.7016,11.33655,373.3252,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
2,15/02/1958,-9.883333333,-110.6833333,464210.6796,13.04809,882.37509,5271451,-9.88333,-110.68333,6,Pacific,438.3641808,0.074090506,0.05914718,-2712,menardii,G. menardii,24.774,8,RV Spencer F. Baird,5750
6,15/02/1958,-9.883333333,-110.6833333,598749.8364,13.3026,975.17174,5271451,-9.88333,-110.68333,6,Pacific,438.3641808,0.074090506,0.05914718,-2712,menardii,G. menardii,24.774,8,RV Spencer F. Baird,5750
15,21/03/1876,-24.06666667,-15.11666667,242585.8416,12.39911,618.06483,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
1,15/02/1958,-9.883333333,-110.6833333,400182.768,12.89968,815.26775,5271451,-9.88333,-110.68333,6,Pacific,438.3641808,0.074090506,0.05914718,-2712,menardii,G. menardii,24.774,8,RV Spencer F. Baird,5750
10,21/03/1876,-24.06666667,-15.11666667,98914.104,11.50201,443.7375,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
3,15/02/1958,-9.883333333,-110.6833333,500281.7112,13.12293,947.03222,5271451,-9.88333,-110.68333,6,Pacific,438.3641808,0.074090506,0.05914718,-2712,menardii,G. menardii,24.774,8,RV Spencer F. Baird,5750
14,21/03/1876,-24.06666667,-15.11666667,172001.376,12.05526,544.77114,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
23,21/03/1876,-24.06666667,-15.11666667,307379.2392,12.63584,695.07422,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
4,15/02/1958,-9.883333333,-110.6833333,572616.81,13.25797,961.75535,5271451,-9.88333,-110.68333,6,Pacific,438.3641808,0.074090506,0.05914718,-2712,menardii,G. menardii,24.774,8,RV Spencer F. Baird,5750
20,21/03/1876,-24.06666667,-15.11666667,282158.1396,12.55022,690.16808,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
7,15/02/1958,-9.883333333,-110.6833333,780895.566,13.5682,1204.86276,5271451,-9.88333,-110.68333,6,Pacific,438.3641808,0.074090506,0.05914718,-2712,menardii,G. menardii,24.774,8,RV Spencer F. Baird,5750
27,21/03/1876,-24.06666667,-15.11666667,383022.5688,12.85585,777.81759,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
24,21/03/1876,-24.06666667,-15.11666667,288741.3192,12.57329,710.60151,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
5,15/02/1958,-9.883333333,-110.6833333,599222.4408,13.30339,962.97614,5271451,-9.88333,-110.68333,6,Pacific,438.3641808,0.074090506,0.05914718,-2712,menardii,G. menardii,24.774,8,RV Spencer F. Baird,5750
32,21/03/1876,-24.06666667,-15.11666667,479320.7076,13.08013,860.01118,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
16,21/03/1876,-24.06666667,-15.11666667,248543.3196,12.42337,665.90495,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
28,21/03/1876,-24.06666667,-15.11666667,361881.8424,12.79907,798.13792,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
25,21/03/1876,-24.06666667,-15.11666667,320332.5936,12.67712,715.22328,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
8,15/02/1958,-9.883333333,-110.6833333,915521.256,13.72725,1235.80923,5271451,-9.88333,-110.68333,6,Pacific,438.3641808,0.074090506,0.05914718,-2712,menardii,G. menardii,24.774,8,RV Spencer F. Baird,5750
33,21/03/1876,-24.06666667,-15.11666667,454818.4992,13.02765,876.70283,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
18,21/03/1876,-24.06666667,-15.11666667,253595.5272,12.4435,685.87736,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
30,21/03/1876,-24.06666667,-15.11666667,423060.8148,12.95527,848.82392,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
26,21/03/1876,-24.06666667,-15.11666667,322376.1084,12.68347,743.38482,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
11,21/03/1876,-24.06666667,-15.11666667,144543.726,11.88134,463.43867,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
36,21/03/1876,-24.06666667,-15.11666667,455417.5752,13.02897,904.87776,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
22,21/03/1876,-24.06666667,-15.11666667,301534.92,12.61664,694.10152,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
42,31/01/1953,-13.9,-125.35,177053.5836,12.08421,512.56361,5271454,-13.09167,-124.28,2,Pacific,400.7639389,0.011439144,0.009975062,-3456,menardii,G. menardii,25.12,7,RV Horizon,5753
31,21/03/1876,-24.06666667,-15.11666667,429191.3592,12.96966,859.54279,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
12,21/03/1876,-24.06666667,-15.11666667,148664.0376,11.90944,481.5762,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
38,21/03/1876,-24.06666667,-15.11666667,557886.1968,13.23191,924.98307,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
29,21/03/1876,-24.06666667,-15.11666667,407917.5048,12.91882,827.21093,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
45,31/01/1953,-13.9,-125.35,468424.1808,13.05713,849.43145,5271454,-13.09167,-124.28,2,Pacific,400.7639389,0.011439144,0.009975062,-3456,menardii,G. menardii,25.12,7,RV Horizon,5753
34,21/03/1876,-24.06666667,-15.11666667,446864.1012,13.01001,877.81443,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
13,21/03/1876,-24.06666667,-15.11666667,180960.8904,12.10604,524.98404,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
39,21/03/1876,-24.06666667,-15.11666667,540539.6184,13.20032,950.17586,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
41,21/03/1876,-24.06666667,-15.11666667,684823.7448,13.43692,1061.41213,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
51,31/10/1957,5.433,-131.316,389266.272,12.87202,771.26467,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
37,21/03/1876,-24.06666667,-15.11666667,508835.1852,13.13988,905.94745,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
17,21/03/1876,-24.06666667,-15.11666667,264558.618,12.48582,682.0673,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
49,31/10/1957,5.433,-131.316,165830.8932,12.01872,482.29441,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
44,31/01/1953,-13.9,-125.35,419027.0364,12.94569,803.63998,5271454,-13.09167,-124.28,2,Pacific,400.7639389,0.011439144,0.009975062,-3456,menardii,G. menardii,25.12,7,RV Horizon,5753
59,31/10/1957,5.433,-131.316,794447.9964,13.5854,1073.86592,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
40,21/03/1876,-24.06666667,-15.11666667,572523.6204,13.25781,967.94022,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
19,21/03/1876,-24.06666667,-15.11666667,275415.2064,12.52604,689.08704,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
53,31/10/1957,5.433,-131.316,473795.8956,13.06853,845.80727,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
52,31/10/1957,5.433,-131.316,383342.076,12.85668,802.0481,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
62,31/10/1957,5.433,-131.316,1216596.884,14.01157,1383.51763,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
50,31/10/1957,5.433,-131.316,355511.6676,12.78131,724.82849,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
21,21/03/1876,-24.06666667,-15.11666667,289473.5232,12.57582,692.1953,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
58,31/10/1957,5.433,-131.316,645291.3852,13.37746,1038.42997,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
55,31/10/1957,5.433,-131.316,461747.8116,13.04277,919.50129,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
66,11/02/1958,-14.73333333,-112.1,242778.8772,12.39991,670.18945,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
54,31/10/1957,5.433,-131.316,499988.8296,13.12234,853.08706,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
35,21/03/1876,-24.06666667,-15.11666667,463072.4352,13.04564,890.30563,5271452,-21.25,-14.03333,1,Atlantic,181.1254952,0.026515152,0.026515152,-3740,menardii,G. menardii,22.5,33,HMS Challenger,5751
64,11/02/1958,-14.73333333,-112.1,247618.08,12.41964,588.33052,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
57,31/10/1957,5.433,-131.316,681109.4736,13.43148,1026.87889,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
68,11/02/1958,-14.73333333,-112.1,324945.4788,12.69141,704.54788,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
56,31/10/1957,5.433,-131.316,574740.2016,13.26167,935.06404,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
43,31/01/1953,-13.9,-125.35,420877.5156,12.9501,759.3839,5271454,-13.09167,-124.28,2,Pacific,400.7639389,0.011439144,0.009975062,-3456,menardii,G. menardii,25.12,7,RV Horizon,5753
77,11/02/1958,-14.73333333,-112.1,870437.4588,13.67675,1181.83433,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
74,11/02/1958,-14.73333333,-112.1,574806.7656,13.26179,949.44351,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
70,11/02/1958,-14.73333333,-112.1,422907.7176,12.95491,819.84752,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
60,31/10/1957,5.433,-131.316,786140.8092,13.57489,1076.46616,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
46,31/01/1953,-13.9,-125.35,463451.85,13.04646,851.96663,5271454,-13.09167,-124.28,2,Pacific,400.7639389,0.011439144,0.009975062,-3456,menardii,G. menardii,25.12,7,RV Horizon,5753
80,05/12/1960,-16.35,66.11666667,312784.236,12.65327,716.50181,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
75,11/02/1958,-14.73333333,-112.1,627365.7,13.34928,983.31852,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
72,11/02/1958,-14.73333333,-112.1,428638.878,12.96837,847.69001,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
63,11/02/1958,-14.73333333,-112.1,209776.446,12.2538,580.50573,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
47,31/01/1953,-13.9,-125.35,508375.8936,13.13898,910.59381,5271454,-13.09167,-124.28,2,Pacific,400.7639389,0.011439144,0.009975062,-3456,menardii,G. menardii,25.12,7,RV Horizon,5753
86,05/12/1960,-16.35,66.11666667,628211.0628,13.35063,967.12497,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
82,05/12/1960,-16.35,66.11666667,393120.3276,12.88187,824.67229,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
78,05/12/1960,-16.35,66.11666667,221871.1248,12.30985,620.2848,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
65,11/02/1958,-14.73333333,-112.1,258527.9196,12.46276,605.31111,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
48,31/01/1953,-13.9,-125.35,757232.064,13.53743,1167.4949,5271454,-13.09167,-124.28,2,Pacific,400.7639389,0.011439144,0.009975062,-3456,menardii,G. menardii,25.12,7,RV Horizon,5753
88,05/12/1960,-16.35,66.11666667,626014.4508,13.34713,996.91213,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
85,05/12/1960,-16.35,66.11666667,515764.4976,13.15341,932.3229,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
81,05/12/1960,-16.35,66.11666667,368777.8728,12.81795,803.57785,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
71,11/02/1958,-14.73333333,-112.1,424751.5404,12.95926,838.64288,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
61,31/10/1957,5.433,-131.316,795599.5536,13.58685,1087.01006,5271456,5.43333,-131.31667,7,Pacific,555.1536522,0.020618557,0.101010101,-3415,menardii,G. menardii,27.434,14,RV Spencer F. Baird,5755
93,25/04/1934,8.116666667,62.78333333,316618.3224,12.66545,680.55784,5271463,7.19333,63.0425,5,Indian,633.6130941,0.113553114,0.058823529,-4346,menardii,G. menardii,28.125,5,HEMS Mabahiss,5760
87,05/12/1960,-16.35,66.11666667,578933.7336,13.26894,989.97058,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
84,05/12/1960,-16.35,66.11666667,458985.4056,13.03677,914.97291,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
83,05/12/1960,-16.35,66.11666667,417249.7776,12.94144,827.19886,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
67,11/02/1958,-14.73333333,-112.1,315739.6776,12.66267,676.7129,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
98,31/10/1887,-20.58,63.533,140197.0968,11.8508,481.05067,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
101,31/10/1887,-20.58,63.533,234990.8892,12.3673,668.27977,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
91,05/12/1960,-16.35,66.11666667,722299.2768,13.49019,1080.52421,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
94,25/04/1934,8.116666667,62.78333333,845688.9636,13.64791,1147.92605,5271463,7.19333,63.0425,5,Indian,633.6130941,0.113553114,0.058823529,-4346,menardii,G. menardii,28.125,5,HEMS Mabahiss,5760
69,11/02/1958,-14.73333333,-112.1,300622.9932,12.61361,734.50294,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
100,31/10/1887,-20.58,63.533,237933.018,12.37974,613.259,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
104,31/10/1887,-20.58,63.533,384753.2328,12.86036,791.1182,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
92,05/12/1960,-16.35,66.11666667,838253.7648,13.63908,1191.60534,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
95,25/04/1934,8.116666667,62.78333333,758077.4268,13.53854,1149.35453,5271463,7.19333,63.0425,5,Indian,633.6130941,0.113553114,0.058823529,-4346,menardii,G. menardii,28.125,5,HEMS Mabahiss,5760
73,11/02/1958,-14.73333333,-112.1,563584.0752,13.24207,930.98327,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
105,31/10/1887,-20.58,63.533,392095.242,12.87926,802.64542,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
107,31/10/1887,-20.58,63.533,499236.6564,13.12084,897.76957,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
97,25/04/1934,8.116666667,62.78333333,780915.5352,13.56822,1170.70894,5271463,7.19333,63.0425,5,Indian,633.6130941,0.113553114,0.058823529,-4346,menardii,G. menardii,28.125,5,HEMS Mabahiss,5760
96,25/04/1934,8.116666667,62.78333333,810722.8944,13.60568,1156.58266,5271463,7.19333,63.0425,5,Indian,633.6130941,0.113553114,0.058823529,-4346,menardii,G. menardii,28.125,5,HEMS Mabahiss,5760
76,11/02/1958,-14.73333333,-112.1,797876.0424,13.58971,1148.3116,5271459,-14.73333,-112.1,5,Pacific,344.6707228,0.014619883,0.014619883,-3034,menardii,G. menardii,24.248,15,RV Spencer F. Baird,5757
113,31/07/2005,-12.3,64.73333333,612681.6816,13.3256,944.49498,5271466,-12.11667,64.125,5,Indian,410.9044846,0.04,0.047904192,-3322,menardii,G. menardii,27.745,15,HMS Sealark,5763
108,31/10/1887,-20.58,63.533,583519.9932,13.27683,947.28522,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
109,31/10/1887,-20.58,63.533,565720.7796,13.24586,965.37863,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
99,31/10/1887,-20.58,63.533,199199.4264,12.20206,569.95231,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
79,05/12/1960,-16.35,66.11666667,252037.9296,12.43733,682.08193,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
125,31/07/2005,-12.3,64.73333333,1068724.958,13.88198,1292.31991,5271466,-12.11667,64.125,5,Indian,410.9044846,0.04,0.047904192,-3322,menardii,G. menardii,27.745,15,HMS Sealark,5763
124,31/07/2005,-12.3,64.73333333,954008.5608,13.76843,1290.54942,5271466,-12.11667,64.125,5,Indian,410.9044846,0.04,0.047904192,-3322,menardii,G. menardii,27.745,15,HMS Sealark,5763
112,31/07/2005,-12.3,64.73333333,550857.0384,13.21923,923.11016,5271466,-12.11667,64.125,5,Indian,410.9044846,0.04,0.047904192,-3322,menardii,G. menardii,27.745,15,HMS Sealark,5763
102,31/10/1887,-20.58,63.533,306167.7744,12.63189,718.49179,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
89,05/12/1960,-16.35,66.11666667,651748.0932,13.38741,1025.01033,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
128,01/04/1894,7.033333333,73.4,558332.1756,13.23271,966.45367,5271467,7.08333,73.80417,13,Indian,730.6801201,0.06779661,0.066815145,-2658,menardii,G. menardii,28.5,21,HMS Egeria,5764
131,01/04/1894,7.033333333,73.4,713725.8336,13.47825,1071.15995,5271467,7.08333,73.80417,13,Indian,730.6801201,0.06779661,0.066815145,-2658,menardii,G. menardii,28.5,21,HMS Egeria,5764
115,31/07/2005,-12.3,64.73333333,691892.8416,13.44719,1004.57461,5271466,-12.11667,64.125,5,Indian,410.9044846,0.04,0.047904192,-3322,menardii,G. menardii,27.745,15,HMS Sealark,5763
106,31/10/1887,-20.58,63.533,403644.096,12.90829,838.75399,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
90,05/12/1960,-16.35,66.11666667,673654.3056,13.42047,1049.03257,5271461,-16.41667,66.03333,1,Indian,316.6698452,0.03117506,0.03117506,-2810,menardii,G. menardii,26.539,15,RV Argo,5759
137,01/04/1894,7.033333333,73.4,872461.0044,13.67907,1229.73745,5271467,7.08333,73.80417,13,Indian,730.6801201,0.06779661,0.066815145,-2658,menardii,G. menardii,28.5,21,HMS Egeria,5764
132,01/04/1894,7.033333333,73.4,681755.1444,13.43243,1071.22209,5271467,7.08333,73.80417,13,Indian,730.6801201,0.06779661,0.066815145,-2658,menardii,G. menardii,28.5,21,HMS Egeria,5764
121,31/07/2005,-12.3,64.73333333,795080.3544,13.5862,1140.36,5271466,-12.11667,64.125,5,Indian,410.9044846,0.04,0.047904192,-3322,menardii,G. menardii,27.745,15,HMS Sealark,5763
110,31/10/1887,-20.58,63.533,947052.6228,13.76111,1208.5696,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
103,31/10/1887,-20.58,63.533,433544.6448,12.97975,784.42608,5271465,-19.56667,64.63333,4,Indian,276.6555018,0.016260641,0.016348774,-2708,menardii,G. menardii,27.025,13,HMS Egeria,5762
152,12/11/2005,-2.833333333,67.71666667,738414.4212,13.51226,1090.31179,5271468,-2.70167,67.38333,4,Indian,485.1099393,0.067227965,0.036363636,-3594,menardii,G. menardii,29.326,19,HMS Sealark,5765
134,01/04/1894,7.033333333,73.4,712614.2148,13.4767,1108.74281,5271467,7.08333,73.80417,13,Indian,730.6801201,0.06779661,0.066815145,-2658,menardii,G. menardii,28.5,21,HMS Egeria,5764
129,01/04/1894,7.033333333,73.4,607429.782,13.31699,990.42433,5271467,7.08333,73.80417,13,Indian,730.6801201,0.06779661,0.066815145,-2658,menardii,G. menardii,28.5,21,HMS Egeria,5764
114,31/07/2005,-12.3,64.73333333,536039.892,13.19196,966.09891,5271466,-12.11667,64.125,5,Indian,410.9044846,0.04,0.047904192,-3322,menardii,G. menardii,27.745,15,HMS Sealark,5763
111,31/07/2005,-12.3,64.73333333,468963.3492,13.05828,857.21641,5271466,-12.11667,64.125,5,Indian,410.9044846,0.04,0.047904192,-3322,menardii,G. menardii,27.745,15,HMS Sealark,5763
154,12/11/2005,-2.833333333,67.71666667,725188.1544,13.49419,1105.56838,5271468,-2.70167,67.38333,4,Indian,485.1099393,0.067227965,0.036363636,-3594,menardii,G. menardii,29.326,19,HMS Sealark,5765
136,01/04/1894,7.033333333,73.4,880288.9308,13.68801,1197.85374,5271467,7.08333,73.80417,13,Indian,730.6801201,0.06779661,0.066815145,-2658,menardii,G. menardii,28.5,21,HMS Egeria,5764
